"Timestamp","edad","lugar_residencia","lugar_origen","trabaja","ingreso_mensual","familiares_graduados","familiares_misma_carrera","conocimiento_plan_estudios","asesoria_universitaria","conocimiento_areas_carrera","previo_test_vocacional","lugar_test_vocacional","momento_test_vocacional","resultados_congruentes_test","conocimiento_test_unah","razones_eleccion_carrera","satisfaccion_carrera","satisfaccion_docentes","motivacion","opcion_inicial_carrera","cambio_carrera","interes_herramienta_tecnologica","pensado_cambio_carrera","factores_no_cambio","veces _cambio_carrera","factores_cambio_carrera","nombre_carrera","multiple_carrera","nombre_opcion_carrera","año_carrera","procentaje_clases_cursadas","porcentaje_clases_facultad","porcentaje_clases_matematica","indice_academico","reprobado","año_reprobacion","reprobado_mas_de_dos","jornada","estudia_grupo","horas_estudio_diario","comunicación_oral_escrita ","relaciones_interpersonales ","creatividad","liderazgo","autodidacta","calculo_mental","resolucion_puzzles","juegos_estrategia","operaciones_matematicas"
"2020/04/14 8:16:55 p.m. GMT-5","21-24 años","Aquiler independiente","Francisco Morazán","Si","Mayor a 6000 L.","Si","No","Si","Ferias Vocacionales","Si","No","","","","Si","Interés general en el area de conocimiento","Muy satisfecho","Muy satisfecho",5,"Si","Sí","Si","","",1,"Factor económico;Falta de puntos para la carrera a la cual aplico en la PAA","Ingeniería en Sistemas","","Ingeniería Electrica como simultanea",2,"0-20%","0-30%","50-70%","65-69","Si",1,"No","Mañana","Si","0-2 horas","Muy alta","Muy alta","Muy alta","Muy alta","Muy alta","Muy alto","Medio","Medio","Muy alto"
"2020/04/14 8:20:39 p.m. GMT-5","21-24 años","Familiares","Francisco Morazán","Si","Mayor a 6000 L.","No","No","Si","Ninguna","Si","No","","","","Si","Interés general en el area de conocimiento;Demanda laboral;Influencia familiar","Muy satisfecho","Muy satisfecho",5,"Si","No","Si","No","",NA,"","Ingeniería en Sistemas","","",4,"mas de 50%","50-70%","0-30%","90-100","No",NA,"","Tarde","Si","2-4 horas","Alta","Media","Alta","Media","Media","Alto","Muy alto","Alto","Muy alto"
"2020/04/14 8:44:46 p.m. GMT-5","25-28 años","Padres","Francisco Morazán","No","0 - 3000 L.","Si","No","Si","Orientacion  VOAE","Si","Si","UNAH","Antes de cursar la carrera","Si","Si","Interés general en el area de conocimiento;Demanda laboral;Beneficios económicos","Poco satisfecho","Poco satisfecho",3,"No","Sí","No","","",1,"Cambio de intereses personales;Falta de puntos para la carrera a la cual aplico en la PAA","Ingeniería en Sistemas","","Ingeniería eléctrica",2,"20-50%","0-30%","30-50%","65-69","Si",1,"Si","Noche","Si","2-4 horas","Media","Media","Media","Media","Alta","Medio","Medio","Medio","Medio"
"2020/04/14 9:00:25 p.m. GMT-5","25-28 años","Padres","Francisco Morazán","No","0 - 3000 L.","No","No","Si","Ninguna","Si","No","","","","Si","Influencia familiar;Por conocer profesionales que ya trabajan en el area","Poco satisfecho","Poco satisfecho",3,"Si","No","Si","Sí","Opinion familiar/amigos;No cuentas con todos los requisitos para el proceso.",NA,"","Ingeniería en Sistemas","","Ingenieria Civil o Electrica",3,"mas de 50%","50-70%","50-70%","65-69","Si",1,"Si","Mañana;Noche","Tal vez","0-2 horas","Media","Media","Media","Alta","Media","Alto","Medio","Medio","Muy alto"
"2020/04/14 9:17:21 p.m. GMT-5","17-20 años","Padres","Francisco Morazán","No","Mayor a 6000 L.","Si","No","Si","Ninguna","Si","Si","Colegio","Antes de cursar la carrera","Si","No","Interés general en el area de conocimiento","Muy satisfecho","Poco satisfecho",4,"Si","No","Si","No","",NA,"","Ingeniería Química","","",1,"0-20%","0-30%","0-30%","80-89","No",NA,"","Mañana","Si","2-4 horas","Media","Alta","Alta","Alta","Media","Medio","Alto","Alto","Medio"
"2020/04/14 9:25:49 p.m. GMT-5","17-20 años","Padres","Francisco Morazán","No","0 - 3000 L.","Si","Si","Si","Ninguna","Si","No","","","","Si","Interés general en el area de conocimiento;Beneficios económicos","Muy satisfecho","Poco satisfecho",4,"Si","No","Si","Sí","Opinion familiar/amigos;El sistema de cambio de carrera no te lo permite;No cuentas con todos los requisitos para el proceso.",NA,"","Ingeniería Química","No","Si, Química y Farmacia o Medicina ",1,"0-20%","0-30%","0-30%","70-79","No",NA,"","Mañana","No","mas de 4 horas","Media","Media","Muy Baja","Muy Baja","Media","Alto","Medio","Medio","Alto"
"2020/04/14 9:38:53 p.m. GMT-5","17-20 años","Aquiler independiente","Comayagua","No","3000- 6000 L.","Si","No","Si","Ninguna","Si","No","","","","Si","Interés general en el area de conocimiento;Beneficios económicos;Por conocer profesionales que ya trabajan en el area","Muy satisfecho","Poco satisfecho",4,"No","No","Si","Tal vez","",NA,"","Ingeniería Química","No","Bioquímica ",1,"0-20%","0-30%","0-30%","90-100","No",NA,"","Mañana","Si","mas de 4 horas","Muy alta","Media","Alta","Muy alta","Media","Medio","Alto","Muy alto","Medio"
"2020/04/14 9:50:18 p.m. GMT-5","17-20 años","Familiares","El Paraíso","No","0 - 3000 L.","Si","No","Si","Ninguna","Si","No","","","","No","Interés general en el area de conocimiento;Beneficios económicos","Muy satisfecho","Muy satisfecho",5,"Si","No","Si","No","",NA,"","Ingeniería Química","","MEDICINA ",1,"0-20%","0-30%","0-30%","80-89","No",NA,"","Mañana;Tarde","No","0-2 horas","Muy alta","Alta","","Muy alta","Media","Medio","Muy alto","Muy alto","Medio"
"2020/04/14 9:53:09 p.m. GMT-5","25-28 años","Aquiler independiente","Yoro","No","3000- 6000 L.","Si","No","Si","Ninguna","Si","Si","UNAH;Colegio","Antes de cursar la carrera;Durante la carrera","Si","Si","Interés general en el area de conocimiento;Demanda laboral;Beneficios económicos","Poco satisfecho","Poco satisfecho",3,"No","Sí","Si","","",2,"Cambio de intereses personales","Ingeniería Química","","",3,"20-50%","30-50%","mas de 70%","70-79","Si",2,"Si","Mañana","Tal vez","0-2 horas","Media","Media","Alta","Media","Baja","Medio","Muy alto","Muy alto","Bajo"
"2020/04/14 10:35:31 p.m. GMT-5","21-24 años","Familiares","Francisco Morazán","No","Mayor a 6000 L.","Si","No","Si","Ferias Vocacionales","Si","No","","","","Si","Interés general en el area de conocimiento","Muy satisfecho","Muy satisfecho",4,"Si","No","Si","No","",NA,"","Ingeniería en Sistemas","","",3,"20-50%","0-30%","30-50%","65-69","Si",1,"No","Tarde","Si","0-2 horas","Media","Media","Alta","Media","Alta","Medio","Muy alto","Alto","Alto"
"2020/04/14 11:20:38 p.m. GMT-5","21-24 años","Padres","Francisco Morazán","No","0 - 3000 L.","Si","No","No","Ninguna","Si","No","","","","Si","Interés general en el area de conocimiento;Beneficios económicos","Poco satisfecho","Poco satisfecho",3,"Si","No","Si","Tal vez","Recursos y tiempo invertidos en la carrera;Opinion familiar/amigos;Factor economico",NA,"","Ingeniería en Sistemas","","Música ",5,"mas de 50%","mas de 70%","0-30%","80-89","No",NA,"","Tarde;Noche","Tal vez","0-2 horas","Alta","Media","Media","Media","Media","Medio","Alto","Alto","Medio"
"2020/04/14 11:23:29 p.m. GMT-5","21-24 años","Familiares","Francisco Morazán","No","3000- 6000 L.","Si","Si","Si","Curso de induccion a la vida universitaria","Si","Si","UNAH","Antes de cursar la carrera","No","Si","Interés general en el area de conocimiento;Demanda laboral","Poco satisfecho","Poco satisfecho",3,"No","Sí","Si","","",1,"Falta de puntos para la carrera a la cual aplico en la PAA","Ingeniería en Sistemas","No","No",1,"0-20%","0-30%","30-50%","65-69","Si",1,"Si","Mañana","Si","0-2 horas","Alta","Alta","Media","Muy alta","Media","Bajo","Muy alto","Muy alto","Medio"
"2020/04/14 11:55:10 p.m. GMT-5","21-24 años","Aquiler independiente","La Paz","No","Mayor a 6000 L.","Si","No","No","Ninguna","Si","No","","","","Si","Interés general en el area de conocimiento","Muy satisfecho","Poco satisfecho",3,"Si","No","Si","No","",NA,"","Ingeniería Química","No","No",5,"mas de 50%","50-70%","30-50%","70-79","Si",4,"Si","Mañana","Si","mas de 4 horas","Media","Baja","Alta","Media","Muy alta","Alto","Alto","Alto","Alto"
"2020/04/15 1:06:14 a.m. GMT-5","21-24 años","Padres","Francisco Morazán","No","3000- 6000 L.","Si","No","Si","Ninguna","Si","Si","Colegio;Internet","Durante la carrera","Si","No","Interés general en el area de conocimiento","Muy satisfecho","Poco satisfecho",5,"Si","No","Si","No","",NA,"","Ingeniería Eléctrica","","Ing. en Sistemas",5,"mas de 50%","mas de 70%","0-30%","70-79","Si",2,"No","Mañana;Tarde","No","mas de 4 horas","Muy alta","Muy alta","Muy alta","Muy alta","Muy alta","Alto","Alto","Alto","Muy alto"
"2020/04/15 1:25:24 a.m. GMT-5","21-24 años","Aquiler independiente","Francisco Morazán","No","Mayor a 6000 L.","Si","Si","No","Curso de induccion a la vida universitaria","Si","No","","","","Si","Interés general en el area de conocimiento;Demanda laboral;Beneficios económicos;Influencia familiar","Poco satisfecho","Muy satisfecho",3,"Si","No","Si","Sí","Tu edad;Recursos y tiempo invertidos en la carrera;Opinion familiar/amigos",NA,"","Ingeniería en Sistemas","","Periodismo o sociología.",5,"mas de 50%","mas de 70%","0-30%","70-79","Si",1,"Si","Tarde;Noche","Tal vez","0-2 horas","Muy alta","Alta","Alta","Alta","Muy alta","Medio","Medio","Alto","Medio"
"2020/04/15 1:37:44 a.m. GMT-5","21-24 años","Propia","Francisco Morazán","No","0 - 3000 L.","No","No","No","Ninguna","Si","No","","","","No","Interés general en el area de conocimiento","Muy satisfecho","Muy satisfecho",3,"Si","No","Si","Sí","Recursos y tiempo invertidos en la carrera;Opinion familiar/amigos;No cuentas con todos los requisitos para el proceso.",NA,"","Ingeniería en Sistemas","","Lenguas Extranjeras",2,"20-50%","0-30%","0-30%","65-69","Si",1,"No","Tarde","Si","0-2 horas","Alta","Media","Media","Media","Baja","Bajo","Alto","Alto","Bajo"
"2020/04/15 1:38:05 a.m. GMT-5","21-24 años","Padres","Francisco Morazán","No","3000- 6000 L.","Si","No","No","Ninguna","No","Si","UNAH;Departamento privado de psicología;Internet","Antes de cursar la carrera;Durante la carrera","No","Si","Beneficios económicos;Influencia familiar","No satisfecho","Poco satisfecho",1,"No","Sí","Si","","",1,"No era lo que esperaba;Falta de puntos para la carrera a la cual aplico en la PAA","Ingeniería en Sistemas","","Educación Física",1,"0-20%","0-30%","0-30%","<65","Si",1,"Si","Tarde","Tal vez","0-2 horas","Muy alta","Alta","Baja","Alta","Alta","Alto","Muy alto","Muy alto","Bajo"
"2020/04/15 4:42:45 a.m. GMT-5","25-28 años","Aquiler independiente","Francisco Morazán","Si","Mayor a 6000 L.","Si","Si","Si","Ninguna","Si","Si","Colegio;Internet","Antes de cursar la carrera;Durante la carrera","Si","No","Interés general en el area de conocimiento;Demanda laboral;Beneficios económicos;Por conocer profesionales que ya trabajan en el area","Muy satisfecho","Muy satisfecho",5,"No","No","Si","No","",NA,"","Ingeniería en Sistemas","","Matematicas, Letras o Ingenieria Quimica",4,"mas de 50%","0-30%","0-30%","<65","Si",1,"Si","Tarde","No","2-4 horas","Muy alta","Alta","Alta","Media","Muy alta","Medio","Medio","Muy alto","Bajo"
"2020/04/15 7:41:20 a.m. GMT-5","mayor de 28","Propia","El Paraíso","Si","Mayor a 6000 L.","No","No","Si","Ninguna","Si","No","","","","No","Interés general en el area de conocimiento;Demanda laboral","Muy satisfecho","Muy satisfecho",5,"Si","No","Si","Tal vez","Recursos y tiempo invertidos en la carrera;Factor economico",NA,"","Ingeniería en Sistemas","No","Licenciatura en Informatica",1,"0-20%","0-30%","0-30%","<65","Si",1,"No","Tarde","Tal vez","0-2 horas","Alta","Alta","Alta","Media","Media","Medio","Alto","Alto","Medio"
"2020/04/15 8:31:23 a.m. GMT-5","21-24 años","Propia","Francisco Morazán","No","0 - 3000 L.","Si","No","No","Ferias Vocacionales;Curso de induccion a la vida universitaria","Si","Si","Colegio","Antes de cursar la carrera","Si","No","Interés general en el area de conocimiento;Demanda laboral;Beneficios económicos","Muy satisfecho","Poco satisfecho",5,"Si","No","Si","No","",NA,"","Ingeniería en Sistemas","No","Si",4,"mas de 50%","50-70%","mas de 70%","70-79","Si",2,"No","Tarde","No","2-4 horas","Alta","Alta","Alta","Alta","Muy alta","Muy alto","Muy alto","Muy alto","Medio"
"2020/04/15 12:03:25 p.m. GMT-5","21-24 años","Familiares","Francisco Morazán","No","3000- 6000 L.","Si","No","Si","Ferias Vocacionales;Curso de induccion a la vida universitaria","Si","Si","Colegio;Internet","Antes de cursar la carrera","Si","Si","Interés general en el area de conocimiento;Demanda laboral;Beneficios económicos;Por conocer profesionales que ya trabajan en el area","Poco satisfecho","Poco satisfecho",2,"No","No","Si","Sí","Recursos y tiempo invertidos en la carrera;Opinion familiar/amigos;Factor economico;El sistema de cambio de carrera no te lo permite",NA,"","Ingeniería en Sistemas","No","Ingenieria quimica",2,"0-20%","0-30%","0-30%","70-79","Si",1,"No","Tarde","Si","0-2 horas","Media","Baja","Media","Baja","Alta","Medio","Medio","Alto","Alto"
"2020/04/15 12:40:20 p.m. GMT-5","21-24 años","Padres","Francisco Morazán","No","0 - 3000 L.","Si","No","Si","Ferias Vocacionales","Si","No","","","","Si","Interés general en el area de conocimiento","Muy satisfecho","Muy satisfecho",4,"Si","No","Si","No","",NA,"","Ingeniería en Sistemas","no","",2,"0-20%","0-30%","30-50%","70-79","Si",2,"No","Mañana","Tal vez","0-2 horas","Alta","Media","Media","Media","Alta","Medio","Alto","Alto","Alto"
"2020/04/15 12:50:49 p.m. GMT-5","25-28 años","Propia","Francisco Morazán","No","0 - 3000 L.","Si","Si","No","Ninguna","Si","No","","","","Si","Interés general en el area de conocimiento","Muy satisfecho","Poco satisfecho",4,"Si","No","Si","Sí","Recursos y tiempo invertidos en la carrera;Opinion familiar/amigos",NA,"","Ingeniería en Sistemas","","Ingeniería eléctrica",5,"mas de 50%","mas de 70%","0-30%","70-79","Si",2,"Si","Noche","Tal vez","0-2 horas","Muy alta","Alta","Media","Alta","Alta","Muy alto","Medio","Alto","Alto"
"2020/04/15 1:49:09 p.m. GMT-5","21-24 años","Aquiler independiente","Francisco Morazán","No","0 - 3000 L.","Si","No","Si","Ninguna","Si","No","","","","Si","Interés general en el area de conocimiento;Demanda laboral;Beneficios económicos","Poco satisfecho","Poco satisfecho",4,"Si","No","Si","No","",NA,"","Ingeniería en Sistemas","","Ingeniería eléctrica",4,"mas de 50%","50-70%","30-50%","70-79","Si",1,"No","Mañana","Tal vez","2-4 horas","Media","Media","Media","Alta","Alta","Medio","Alto","Alto","Alto"
"2020/04/15 2:06:58 p.m. GMT-5","17-20 años","Aquiler independiente","Francisco Morazán","No","0 - 3000 L.","Si","No","Si","Ninguna","Si","Si","Colegio","Antes de cursar la carrera","No","Si","Interés general en el area de conocimiento;Beneficios económicos;Por conocer profesionales que ya trabajan en el area","Poco satisfecho","Poco satisfecho",3,"Si","No","Si","Tal vez","Opinion familiar/amigos",NA,"","Ingeniería Química","","Sí, medicina veterinaria ",1,"0-20%","0-30%","0-30%","","No",NA,"","Mañana","Tal vez","0-2 horas","Alta","Media","Media","Media","Alta","Medio","Medio","Medio","Medio"
"2020/04/15 2:14:00 p.m. GMT-5","21-24 años","Propia","Olancho","No","3000- 6000 L.","Si","Si","Si","Ninguna","Si","Si","Otro","Antes de cursar la carrera","Si","Si","Interés general en el area de conocimiento;Demanda laboral;Beneficios económicos","Poco satisfecho","Poco satisfecho",4,"No","No","Si","Tal vez","Tu edad;Recursos y tiempo invertidos en la carrera;Estás realizando o vas a relizar un cambio de carrera",NA,"","Ingeniería en Sistemas","","Piloto comercial",5,"mas de 50%","mas de 70%","mas de 70%","70-79","Si",2,"Si","Tarde;Noche","No","2-4 horas","Media","Alta","Alta","Muy alta","Muy alta","Alto","Alto","Medio","Muy alto"
"2020/04/15 2:23:52 p.m. GMT-5","25-28 años","Familiares","Francisco Morazán","Si","Mayor a 6000 L.","No","No","Si","Ninguna","Si","Si","UNAH","Durante la carrera","Si","Si","Interés general en el area de conocimiento","Poco satisfecho","Poco satisfecho",2,"Si","No","Si","Tal vez","Recursos y tiempo invertidos en la carrera",NA,"","Ingeniería en Sistemas","","",2,"0-20%","0-30%","30-50%","<65","Si",1,"No","Tarde","No","0-2 horas","Muy Baja","Baja","Baja","Baja","Muy alta","Bajo","Muy alto","Muy alto","Bajo"
"2020/04/15 2:54:49 p.m. GMT-5","21-24 años","Familiares","Francisco Morazán","No","0 - 3000 L.","Si","Si","Si","Ninguna","Si","No","","","","Si","Interés general en el area de conocimiento","Poco satisfecho","Poco satisfecho",3,"No","Sí","Si","","",1,"No era lo que esperaba","Ingeniería en Sistemas","","Medicina",2,"0-20%","0-30%","30-50%","<65","Si",1,"No","Tarde","Si","0-2 horas","Alta","Media","Muy alta","Muy alta","Alta","Muy alto","Muy alto","Medio","Muy alto"
"2020/04/15 3:14:06 p.m. GMT-5","21-24 años","Padres","Francisco Morazán","No","0 - 3000 L.","No","No","Si","Ninguna","No","No","","","","No","Influencia familiar;Por conocer profesionales que ya trabajan en el area","Poco satisfecho","Poco satisfecho",3,"Si","No","Si","No","",NA,"","Ingeniería en Sistemas","","Eléctrica ",2,"0-20%","0-30%","0-30%","<65","Si",2,"Si","Tarde;Noche","Tal vez","0-2 horas","Media","Media","Alta","Alta","Media","Alto","Medio","","Medio"
"2020/04/15 4:18:54 p.m. GMT-5","21-24 años","Familiares","Francisco Morazán","Si","0 - 3000 L.","Si","No","No","Ferias Vocacionales","Si","No","","","","Si","Interés general en el area de conocimiento","Muy satisfecho","Muy satisfecho",5,"Si","No","Si","No","",NA,"","Ingeniería en Sistemas","No","NO",2,"20-50%","0-30%","mas de 70%","70-79","Si",2,"No","Mañana;Tarde","Tal vez","2-4 horas","Alta","Media","Media","Alta","Alta","Medio","Medio","Medio","Alto"
"2020/04/15 5:04:39 p.m. GMT-5","17-20 años","Aquiler independiente","Yoro","No","3000- 6000 L.","Si","No","Si","Ninguna","Si","No","","","","Si","Interés general en el area de conocimiento","Muy satisfecho","Muy satisfecho",5,"Si","No","Si","No","",NA,"","Ingeniería Química","No","No",1,"0-20%","0-30%","0-30%","<65","No",NA,"","Mañana","Si","0-2 horas","Alta","Alta","Alta","Muy alta","Alta","Muy alto","Alto","Muy alto","Muy alto"
"2020/04/15 5:08:25 p.m. GMT-5","25-28 años","Padres","Francisco Morazán","No","0 - 3000 L.","Si","No","Si","Ninguna","Si","Si","Colegio","Antes de cursar la carrera","Si","No","Interés general en el area de conocimiento;Demanda laboral;Beneficios económicos","Muy satisfecho","Poco satisfecho",4,"Si","No","Si","No","",NA,"","Ingeniería en Sistemas","Solo una","No",5,"mas de 50%","50-70%","0-30%","65-69","Si",1,"No","Noche","Tal vez","2-4 horas","Media","Baja","Media","Baja","Alta","Alto","Alto","Alto","Alto"
"2020/04/15 7:37:53 p.m. GMT-5","21-24 años","Familiares","Francisco Morazán","Si","Mayor a 6000 L.","Si","No","No","Ninguna","Si","No","","","","No","Interés general en el area de conocimiento;Demanda laboral","Muy satisfecho","Muy satisfecho",5,"Si","No","Si","No","",NA,"","Ingeniería en Sistemas","","Licenciatura en Matemáticas",5,"mas de 50%","mas de 70%","mas de 70%","80-89","No",NA,"","Noche","Si","2-4 horas","Alta","Muy alta","Alta","Alta","Muy alta","Alto","Muy alto","Alto","Muy alto"
"2020/04/15 9:08:52 p.m. GMT-5","25-28 años","Familiares","Francisco Morazán","No","Mayor a 6000 L.","Si","Si","Si","Ninguna","Si","No","","","","Si","Beneficios económicos","Poco satisfecho","Poco satisfecho",2,"Si","No","Si","Sí","Recursos y tiempo invertidos en la carrera;Opinion familiar/amigos",NA,"","Ingeniería en Sistemas","no","Ingenieria Industrial",3,"20-50%","30-50%","30-50%","70-79","Si",2,"Si","Tarde;Noche","Si","2-4 horas","Media","Media","Media","Media","Alta","Medio","Alto","Medio","Bajo"
"2020/04/16 12:24:11 a.m. GMT-5","mayor de 28","Padres","Francisco Morazán","Si","3000- 6000 L.","No","No","Si","Ninguna","Si","No","","","","No","Interés general en el area de conocimiento","Poco satisfecho","Poco satisfecho",3,"No","Sí","Si","","",1,"No era lo que esperaba","Ingeniería en Sistemas","no","no",2,"20-50%","0-30%","0-30%","<65","Si",1,"Si","Mañana","No","0-2 horas","Baja","Baja","Media","Media","Muy alta","Medio","Muy alto","Muy alto","Medio"
"2020/04/16 9:44:45 a.m. GMT-5","21-24 años","Padres","Francisco Morazán","Si","3000- 6000 L.","Si","No","Si","Ninguna","Si","Si","Internet","Antes de cursar la carrera","No","Si","Interés general en el area de conocimiento;Demanda laboral;Beneficios económicos","Muy satisfecho","Muy satisfecho",4,"No","Sí","Si","","",1,"Cambio de intereses personales;Factor económico","Ingeniería en Sistemas","no","Derecho",2,"20-50%","0-30%","50-70%","65-69","Si",2,"No","Mañana","Tal vez","0-2 horas","Media","Media","Alta","Media","Alta","Alto","Medio","Alto","Medio"
"2020/04/16 10:13:23 a.m. GMT-5","21-24 años","Aquiler independiente","Comayagua","No","0 - 3000 L.","Si","No","Si","Ninguna","Si","No","","","","No","Interés general en el area de conocimiento;Demanda laboral;Beneficios económicos;Influencia familiar;Por conocer profesionales que ya trabajan en el area","Muy satisfecho","Muy satisfecho",4,"No","Sí","Si","","",1,"Cambio de intereses personales","Ingeniería en Sistemas","no","Finanzas o algo relacionado a la administracion",5,"mas de 50%","mas de 70%","30-50%","80-89","No",NA,"","Mañana;Tarde;Noche","Si","mas de 4 horas","Media","Muy alta","Muy alta","Alta","Muy alta","Muy alto","Alto","Muy alto","Muy alto"
"2020/04/16 11:50:57 a.m. GMT-5","25-28 años","Padres","Francisco Morazán","No","0 - 3000 L.","No","No","No","Ninguna","Si","No","","","","No","Interés general en el area de conocimiento;Demanda laboral;Beneficios económicos","Muy satisfecho","Poco satisfecho",4,"Si","Sí","Si","","",1,"Falta de puntos para la carrera a la cual aplico en la PAA","Ingeniería en Sistemas","No","",4,"mas de 50%","50-70%","30-50%","65-69","Si",1,"Si","Tarde;Noche","Tal vez","2-4 horas","Alta","Muy alta","Muy alta","Muy alta","Alta","Alto","Alto","Muy alto","Muy alto"
"2020/04/16 12:29:44 p.m. GMT-5","21-24 años","Aquiler independiente","Francisco Morazán","No","0 - 3000 L.","Si","No","Si","Ninguna","Si","Si","Colegio;Internet","Antes de cursar la carrera","Si","Si","Interés general en el area de conocimiento","Muy satisfecho","Poco satisfecho",4,"Si","No","Si","Sí","Recursos y tiempo invertidos en la carrera",NA,"","Ingeniería en Sistemas","","",4,"mas de 50%","50-70%","30-50%","70-79","Si",3,"Si","Tarde","Si","0-2 horas","Alta","Alta","Media","Media","Media","Alto","Medio","Medio","Alto"
"2020/04/16 1:42:57 p.m. GMT-5","17-20 años","Familiares","Francisco Morazán","No","Mayor a 6000 L.","Si","No","No","Ninguna","No","No","","","","Si","Interés general en el area de conocimiento","Poco satisfecho","Muy satisfecho",3,"Si","No","Si","Sí","Opinion familiar/amigos",NA,"","Ingeniería Química","No","Medicina o musica",1,"0-20%","0-30%","50-70%","<65","No",NA,"","Mañana","Tal vez","0-2 horas","Media","Media","Media","Media","Media","Muy alto","Muy alto","Medio","Muy alto"
"2020/04/16 10:38:23 p.m. GMT-5","25-28 años","Padres","Francisco Morazán","No","0 - 3000 L.","Si","No","Si","Ninguna","Si","No","","","","No","Interés general en el area de conocimiento;Demanda laboral;Beneficios económicos","Poco satisfecho","Poco satisfecho",3,"Si","No","Si","Sí","Tu edad;El sistema de cambio de carrera no te lo permite;No cuentas con todos los requisitos para el proceso.",NA,"","Ingeniería en Sistemas","","",2,"20-50%","0-30%","0-30%","<65","Si",1,"Si","Mañana","No","2-4 horas","Muy alta","Media","Muy alta","Media","Media","Medio","Muy alto","Medio","Medio"
"2020/04/17 12:21:37 p.m. GMT-5","21-24 años","Aquiler independiente","Comayagua","No","Mayor a 6000 L.","No","No","Si","Curso de induccion a la vida universitaria;Orientacion  VOAE","Si","Si","UNAH;Colegio","Antes de cursar la carrera","Si","No","Interés general en el area de conocimiento;Por conocer profesionales que ya trabajan en el area","Muy satisfecho","Poco satisfecho",4,"Si","No","Si","No","",NA,"","Ingeniería en Sistemas","","",3,"20-50%","0-30%","50-70%","70-79","Si",2,"Si","Mañana","Si","2-4 horas","Media","Alta","Baja","Alta","Media","Medio","Bajo","Medio","Alto"
"2020/04/17 3:25:13 p.m. GMT-5","25-28 años","Aquiler independiente","El Paraíso","No","3000- 6000 L.","Si","No","Si","Ninguna","Si","No","","","","No","Interés general en el area de conocimiento;Demanda laboral;Beneficios económicos","Muy satisfecho","Muy satisfecho",5,"No","Sí","Si","","",1,"Cambio de intereses personales;Factor económico;No era lo que esperaba;Rendimiento académico","Ingeniería en Sistemas","no","MEDICINA",4,"mas de 50%","50-70%","30-50%","70-79","Si",2,"Si","Mañana;Tarde","Si","mas de 4 horas","Alta","Muy alta","Muy alta","Alta","Muy alta","Alto","Muy alto","Muy alto","Alto"
"2020/04/17 6:00:18 p.m. GMT-5","21-24 años","Padres","Francisco Morazán","No","0 - 3000 L.","Si","Si","Si","Ninguna","Si","Si","UNAH","Antes de cursar la carrera","Si","Si","Interés general en el area de conocimiento","Muy satisfecho","Poco satisfecho",4,"No","Sí","Si","","",1,"No era lo que esperaba","Ingeniería en Sistemas","","",1,"0-20%","0-30%","0-30%","<65","Si",1,"Si","Tarde","No","0-2 horas","Alta","Alta","Alta","Alta","Muy alta","Medio","Alto","Muy alto","Medio"
"2020/04/17 11:04:03 p.m. GMT-5","21-24 años","Padres","Francisco Morazán","Si","Mayor a 6000 L.","Si","No","Si","Ninguna","No","No","","","","No","Interés general en el area de conocimiento","Poco satisfecho","Muy satisfecho",3,"Si","No","Si","Tal vez","No cuentas con todos los requisitos para el proceso.",NA,"","Ingeniería en Sistemas","No","Si , administracion de empresas o lenguas extranjeras ",1,"0-20%","0-30%","0-30%","<65","Si",1,"No","Noche","Si","2-4 horas","Media","Alta","Media","Alta","Media","Medio","Alto","Alto","Medio"
"2020/04/18 12:41:04 p.m. GMT-5","mayor de 28","Padres","Francisco Morazán","No","0 - 3000 L.","Si","Si","Si","Curso de induccion a la vida universitaria","No","No","","","","No","Interés general en el area de conocimiento","No satisfecho","Poco satisfecho",3,"Si","No","Si","Sí","No cuentas con todos los requisitos para el proceso.",NA,"","Ingeniería en Sistemas","No","Carrera de Artes Plasticas",1,"0-20%","0-30%","0-30%","<65","Si",1,"Si","Mañana;Tarde","No","2-4 horas","Baja","Muy Baja","Media","Muy Baja","Muy alta","Medio","Medio","Medio","Medio"
"2020/04/18 8:35:25 p.m. GMT-5","21-24 años","Padres","Francisco Morazán","Si","0 - 3000 L.","Si","No","Si","Ferias Vocacionales","Si","Si","UNAH;Colegio;Otro","Antes de cursar la carrera","Si","Si","Interés general en el area de conocimiento;Demanda laboral;Beneficios económicos","Poco satisfecho","Nada satisfecho",4,"Si","No","No","No","",NA,"","Ingeniería en Sistemas","","artes audiovisuales",3,"20-50%","0-30%","30-50%","65-69","Si",2,"Si","Mañana;Tarde;Noche","Si","2-4 horas","Muy alta","Baja","Muy alta","Muy alta","Muy alta","Medio","Muy alto","Muy alto","Alto"
"2020/04/18 11:30:05 p.m. GMT-5","25-28 años","Padres","Francisco Morazán","No","0 - 3000 L.","No","No","Si","Ninguna","No","No","","","","Si","Interés general en el area de conocimiento;Demanda laboral;Beneficios económicos;Influencia familiar;Por conocer profesionales que ya trabajan en el area","Muy satisfecho","Muy satisfecho",5,"No","Sí","Si","","",1,"Influencia familiar;Cambio de intereses personales;Factor económico;No era lo que esperaba","Ingeniería en Sistemas","No","Si, Ingeniería mecánica o Lic. en Física",1,"0-20%","0-30%","0-30%","70-79","Si",1,"Si","Tarde","Tal vez","0-2 horas","Baja","Media","Media","Media","Muy alta","Medio","Muy alto","Alto","Medio"
