"Timestamp","edad","lugar_residencia","trabaja","ingreso_mensual","familiares_graduados","familiares_misma_carrera","conocimiento_plan_estudios","conocimiento_areas_carrera","previo_test_vocacional","momento_test_vocacional","resultados_congruentes_test","conocimiento_test_unah","satisfaccion_carrera","satisfaccion_docentes","motivacion","opcion_inicial_carrera","cambio_carrera","interes_herramienta_tecnologica","pensado_cambio_carrera","veces._cambio_carrera","nombre_carrera","nombre_opcion_carrera","año_carrera","procentaje_clases_cursadas","porcentaje_clases_facultad","porcentaje_clases_matematica","indice_academico","reprobado","año_reprobacion","reprobado_mas_de_dos","estudia_grupo","horas_estudio_diario","comunicación_oral_escrita.","relaciones_interpersonales.","creatividad","liderazgo","autodidacta","calculo_mental","resolucion_puzzles","juegos_estrategia","operaciones_matematicas","asesoria_universitaria","jornada","razones_eleccion_carrera","factores_no_cambio","factores_cambio_carrera","multiple_carrera","lugar_origen","lugar_test_vocacional"
"2020/04/14 9:25:49 p.m. GMT-5","17-20 años","Padres","No","0 - 3000 L.","Si","Si","Si","Si","No","No aplica","Si","Si","Muy satisfecho","Poco satisfecho",4,"Si","No","Si","Sí",0,"Ingeniería Química","Si, Química y Farmacia o Medicina ",1,"0-20%","0-30%","0-30%","70-79","No","No aplica","Si","No","mas de 4 horas","Media","Media","Muy Baja","Muy Baja","Media","Alto","Medio","Medio","Alto","Ninguna","Unica Jornada","Demanda laboral y Beneficio economico","No cumple con requisitos requeridos","No aplica","No","Centro Oriental","No aplica"
"2020/04/14 9:38:53 p.m. GMT-5","17-20 años","Aquiler independiente","No","3000- 6000 L.","Si","No","Si","Si","No","No aplica","Si","Si","Muy satisfecho","Poco satisfecho",4,"No","No","Si","Tal vez",0,"Ingeniería Química","Bioquímica ",1,"0-20%","0-30%","0-30%","90-100","No","No aplica","Si","Si","mas de 4 horas","Muy alta","Media","Alta","Muy alta","Media","Medio","Alto","Muy alto","Medio","Ninguna","Unica Jornada","Vocación","No contestó","No aplica","No","Centro Occidental","No aplica"
"2020/04/14 9:50:18 p.m. GMT-5","17-20 años","Familiares","No","0 - 3000 L.","Si","No","Si","Si","No","No aplica","Si","No","Muy satisfecho","Muy satisfecho",5,"Si","No","Si","No",0,"Ingeniería Química","MEDICINA ",1,"0-20%","0-30%","0-30%","80-89","No","No aplica","Si","No","0-2 horas","Muy alta","Alta","No contestó","Muy alta","Media","Medio","Muy alto","Muy alto","Medio","Ninguna","Doble Jornada","Demanda laboral y Beneficio economico","No aplica","No aplica","No","Centro Oriental","No aplica"
"2020/04/14 9:53:09 p.m. GMT-5","25-28 años","Aquiler independiente","No","3000- 6000 L.","Si","No","Si","Si","Si","Antes de cursar la carrera;Durante la carrera","Si","Si","Poco satisfecho","Poco satisfecho",3,"No","Sí","Si","No aplica",2,"Ingeniería Química","No contestó",3,"20-50%","30-50%","mas de 70%","70-79","Si","2","Si","Tal vez","0-2 horas","Media","Media","Alta","Media","Baja","Medio","Muy alto","Muy alto","Bajo","Ninguna","Unica Jornada","Demanda laboral y Beneficio economico","No aplica","Cambio de intereses personales","No","Noroccidental","UNAH"
"2020/04/14 10:35:31 p.m. GMT-5","21-24 años","Familiares","No","Mayor a 6000 L.","Si","No","Si","Si","No","No aplica","Si","Si","Muy satisfecho","Muy satisfecho",4,"Si","No","Si","No",0,"Ingeniería en Sistemas","No contestó",3,"20-50%","0-30%","30-50%","65-69","Si","1","No","Si","0-2 horas","Media","Media","Alta","Media","Alta","Medio","Muy alto","Alto","Alto","Feria vocacional y Curso induccion","Unica Jornada","Vocación","No aplica","No aplica","No","Centro Oriental","No aplica"
"2020/04/14 11:20:38 p.m. GMT-5","21-24 años","Padres","No","0 - 3000 L.","Si","No","No","Si","No","No aplica","Si","Si","Poco satisfecho","Poco satisfecho",3,"Si","No","Si","Tal vez",0,"Ingeniería en Sistemas","Música ",5,"mas de 50%","mas de 70%","0-30%","80-89","No","No aplica","Si","Tal vez","0-2 horas","Alta","Media","Media","Media","Media","Medio","Alto","Alto","Medio","Ninguna","Doble Jornada","Demanda laboral y Beneficio economico","Recursos y tiempo invertidos","No aplica","No","Centro Oriental","No aplica"
"2020/04/14 11:23:29 p.m. GMT-5","21-24 años","Familiares","No","3000- 6000 L.","Si","Si","Si","Si","Si","Antes de cursar la carrera","No","Si","Poco satisfecho","Poco satisfecho",3,"No","Sí","Si","No aplica",1,"Ingeniería en Sistemas","No",1,"0-20%","0-30%","30-50%","65-69","Si","1","Si","Si","0-2 horas","Alta","Alta","Media","Muy alta","Media","Bajo","Muy alto","Muy alto","Medio","Feria vocacional y Curso induccion","Unica Jornada","Demanda laboral y Beneficio economico","No aplica","Falta de puntos en la PAA","No","Centro Oriental","UNAH"
"2020/04/14 11:55:10 p.m. GMT-5","21-24 años","Aquiler independiente","No","Mayor a 6000 L.","Si","No","No","Si","No","No aplica","Si","Si","Muy satisfecho","Poco satisfecho",3,"Si","No","Si","No",0,"Ingeniería Química","No",5,"mas de 50%","50-70%","30-50%","70-79","Si","4","Si","Si","mas de 4 horas","Media","Baja","Alta","Media","Muy alta","Alto","Alto","Alto","Alto","Ninguna","Unica Jornada","Vocación","No aplica","No aplica","No","Centro Occidental","No aplica"
"2020/04/15 1:06:14 a.m. GMT-5","21-24 años","Padres","No","3000- 6000 L.","Si","No","Si","Si","Si","Durante la carrera","Si","No","Muy satisfecho","Poco satisfecho",5,"Si","No","Si","No",0,"Ingeniería Eléctrica","Ing. en Sistemas",5,"mas de 50%","mas de 70%","0-30%","70-79","Si","2","No","No","mas de 4 horas","Muy alta","Muy alta","Muy alta","Muy alta","Muy alta","Alto","Alto","Alto","Muy alto","Ninguna","Doble Jornada","Vocación","No aplica","No aplica","No","Centro Oriental","Internet"
"2020/04/15 1:25:24 a.m. GMT-5","21-24 años","Aquiler independiente","No","Mayor a 6000 L.","Si","Si","No","Si","No","No aplica","Si","Si","Poco satisfecho","Muy satisfecho",3,"Si","No","Si","Sí",0,"Ingeniería en Sistemas","Periodismo o sociología.",5,"mas de 50%","mas de 70%","0-30%","70-79","Si","1","Si","Tal vez","0-2 horas","Muy alta","Alta","Alta","Alta","Muy alta","Medio","Medio","Alto","Medio","Feria vocacional y Curso induccion","Doble Jornada","Influencia Familiar/Conocidos","Opinion familiar/amigos","No aplica","No","Centro Oriental","No aplica"
"2020/04/15 1:37:44 a.m. GMT-5","21-24 años","Propia","No","0 - 3000 L.","No","No","No","Si","No","No aplica","Si","No","Muy satisfecho","Muy satisfecho",3,"Si","No","Si","Sí",0,"Ingeniería en Sistemas","Lenguas Extranjeras",2,"20-50%","0-30%","0-30%","65-69","Si","1","No","Si","0-2 horas","Alta","Media","Media","Media","Baja","Bajo","Alto","Alto","Bajo","Ninguna","Unica Jornada","Vocación","Opinion familiar/amigos","No aplica","No","Centro Oriental","No aplica"
"2020/04/15 1:38:05 a.m. GMT-5","21-24 años","Padres","No","3000- 6000 L.","Si","No","No","No","Si","Antes de cursar la carrera;Durante la carrera","No","Si","No satisfecho","Poco satisfecho",1,"No","Sí","Si","No aplica",1,"Ingeniería en Sistemas","Educación Física",1,"0-20%","0-30%","0-30%","<65","Si","1","Si","Tal vez","0-2 horas","Muy alta","Alta","Baja","Alta","Alta","Alto","Muy alto","Muy alto","Bajo","Ninguna","Unica Jornada","Influencia Familiar/Conocidos","No aplica","No era lo que esperaba","No","Centro Oriental","UNAH/Otro"
"2020/04/15 4:42:45 a.m. GMT-5","25-28 años","Aquiler independiente","Si","Mayor a 6000 L.","Si","Si","Si","Si","Si","Antes de cursar la carrera;Durante la carrera","Si","No","Muy satisfecho","Muy satisfecho",5,"No","No","Si","No",0,"Ingeniería en Sistemas","Matematicas, Letras o Ingenieria Quimica",4,"mas de 50%","0-30%","0-30%","<65","Si","1","Si","No","2-4 horas","Muy alta","Alta","Alta","Media","Muy alta","Medio","Medio","Muy alto","Bajo","Ninguna","Unica Jornada","Vocación","No aplica","No aplica","No","Centro Oriental","Internet"
"2020/04/15 7:41:20 a.m. GMT-5","mayor de 28","Propia","Si","Mayor a 6000 L.","No","No","Si","Si","No","No aplica","Si","No","Muy satisfecho","Muy satisfecho",5,"Si","No","Si","Tal vez",0,"Ingeniería en Sistemas","Licenciatura en Informatica",1,"0-20%","0-30%","0-30%","<65","Si","1","No","Tal vez","0-2 horas","Alta","Alta","Alta","Media","Media","Medio","Alto","Alto","Medio","Ninguna","Unica Jornada","Demanda laboral y Beneficio economico","Recursos y tiempo invertidos","No aplica","No","Centro Oriental","No aplica"
"2020/04/15 8:31:23 a.m. GMT-5","21-24 años","Propia","No","0 - 3000 L.","Si","No","No","Si","Si","Antes de cursar la carrera","Si","No","Muy satisfecho","Poco satisfecho",5,"Si","No","Si","No",0,"Ingeniería en Sistemas","Si",4,"mas de 50%","50-70%","mas de 70%","70-79","Si","2","No","No","2-4 horas","Alta","Alta","Alta","Alta","Muy alta","Muy alto","Muy alto","Muy alto","Medio","Feria vocacional y Curso induccion","Unica Jornada","Demanda laboral y Beneficio economico","No aplica","No aplica","No","Centro Oriental","Colegio"
"2020/04/15 12:03:25 p.m. GMT-5","21-24 años","Familiares","No","3000- 6000 L.","Si","No","Si","Si","Si","Antes de cursar la carrera","Si","Si","Poco satisfecho","Poco satisfecho",2,"No","No","Si","Sí",0,"Ingeniería en Sistemas","Ingenieria quimica",2,"0-20%","0-30%","0-30%","70-79","Si","1","No","Si","0-2 horas","Media","Baja","Media","Baja","Alta","Medio","Medio","Alto","Alto","Feria vocacional y Curso induccion","Unica Jornada","Vocación","Recursos y tiempo invertidos","No aplica","No","Centro Oriental","Internet"
"2020/04/15 12:40:20 p.m. GMT-5","21-24 años","Padres","No","0 - 3000 L.","Si","No","Si","Si","No","No aplica","Si","Si","Muy satisfecho","Muy satisfecho",4,"Si","No","Si","No",0,"Ingeniería en Sistemas","No contestó",2,"0-20%","0-30%","30-50%","70-79","Si","2","No","Tal vez","0-2 horas","Alta","Media","Media","Media","Alta","Medio","Alto","Alto","Alto","Feria vocacional y Curso induccion","Unica Jornada","Vocación","No aplica","No aplica","No","Centro Oriental","No aplica"
"2020/04/15 12:50:49 p.m. GMT-5","25-28 años","Propia","No","0 - 3000 L.","Si","Si","No","Si","No","No aplica","Si","Si","Muy satisfecho","Poco satisfecho",4,"Si","No","Si","Sí",0,"Ingeniería en Sistemas","Ingeniería eléctrica",5,"mas de 50%","mas de 70%","0-30%","70-79","Si","2","Si","Tal vez","0-2 horas","Muy alta","Alta","Media","Alta","Alta","Muy alto","Medio","Alto","Alto","Ninguna","Unica Jornada","Vocación","Opinion familiar/amigos","No aplica","No","Centro Oriental","No aplica"
"2020/04/15 1:49:09 p.m. GMT-5","21-24 años","Aquiler independiente","No","0 - 3000 L.","Si","No","Si","Si","No","No aplica","Si","Si","Poco satisfecho","Poco satisfecho",4,"Si","No","Si","No",0,"Ingeniería en Sistemas","Ingeniería eléctrica",4,"mas de 50%","50-70%","30-50%","70-79","Si","1","No","Tal vez","2-4 horas","Media","Media","Media","Alta","Alta","Medio","Alto","Alto","Alto","Ninguna","Unica Jornada","Demanda laboral y Beneficio economico","No aplica","No aplica","No","Centro Oriental","No aplica"
"2020/04/15 2:06:58 p.m. GMT-5","17-20 años","Aquiler independiente","No","0 - 3000 L.","Si","No","Si","Si","Si","Antes de cursar la carrera","No","Si","Poco satisfecho","Poco satisfecho",3,"Si","No","Si","Tal vez",0,"Ingeniería Química","Sí, medicina veterinaria ",1,"0-20%","0-30%","0-30%","No contestó","No","No aplica","Si","Tal vez","0-2 horas","Alta","Media","Media","Media","Alta","Medio","Medio","Medio","Medio","Ninguna","Unica Jornada","Vocación","Opinion familiar/amigos","No aplica","No","Centro Oriental","Colegio"
"2020/04/15 2:14:00 p.m. GMT-5","21-24 años","Propia","No","3000- 6000 L.","Si","Si","Si","Si","Si","Antes de cursar la carrera","Si","Si","Poco satisfecho","Poco satisfecho",4,"No","No","Si","Tal vez",0,"Ingeniería en Sistemas","Piloto comercial",5,"mas de 50%","mas de 70%","mas de 70%","70-79","Si","2","Si","No","2-4 horas","Media","Alta","Alta","Muy alta","Muy alta","Alto","Alto","Medio","Muy alto","Ninguna","Doble Jornada","Demanda laboral y Beneficio economico","Actualmente en proceso de cambio","No aplica","No","Centro Oriental","Otro"
"2020/04/15 2:23:52 p.m. GMT-5","25-28 años","Familiares","Si","Mayor a 6000 L.","No","No","Si","Si","Si","Durante la carrera","Si","Si","Poco satisfecho","Poco satisfecho",2,"Si","No","Si","Tal vez",0,"Ingeniería en Sistemas","No contestó",2,"0-20%","0-30%","30-50%","<65","Si","1","No","No","0-2 horas","Muy Baja","Baja","Baja","Baja","Muy alta","Bajo","Muy alto","Muy alto","Bajo","Ninguna","Unica Jornada","Vocación","Recursos y tiempo invertidos","No aplica","No","Centro Oriental","UNAH"
"2020/04/15 2:54:49 p.m. GMT-5","21-24 años","Familiares","No","0 - 3000 L.","Si","Si","Si","Si","No","No aplica","Si","Si","Poco satisfecho","Poco satisfecho",3,"No","Sí","Si","No aplica",1,"Ingeniería en Sistemas","Medicina",2,"0-20%","0-30%","30-50%","<65","Si","1","No","Si","0-2 horas","Alta","Media","Muy alta","Muy alta","Alta","Muy alto","Muy alto","Medio","Muy alto","Ninguna","Unica Jornada","Vocación","No aplica","No era lo que esperaba","No","Centro Oriental","No aplica"
"2020/04/15 3:14:06 p.m. GMT-5","21-24 años","Padres","No","0 - 3000 L.","No","No","Si","No","No","No aplica","Si","No","Poco satisfecho","Poco satisfecho",3,"Si","No","Si","No",0,"Ingeniería en Sistemas","Eléctrica ",2,"0-20%","0-30%","0-30%","<65","Si","2","Si","Tal vez","0-2 horas","Media","Media","Alta","Alta","Media","Alto","Medio","No contestó","Medio","Ninguna","Doble Jornada","Influencia Familiar/Conocidos","No aplica","No aplica","No","Centro Oriental","No aplica"
"2020/04/15 4:18:54 p.m. GMT-5","21-24 años","Familiares","Si","0 - 3000 L.","Si","No","No","Si","No","No aplica","Si","Si","Muy satisfecho","Muy satisfecho",5,"Si","No","Si","No",0,"Ingeniería en Sistemas","NO",2,"20-50%","0-30%","mas de 70%","70-79","Si","2","No","Tal vez","2-4 horas","Alta","Media","Media","Alta","Alta","Medio","Medio","Medio","Alto","Feria vocacional y Curso induccion","Doble Jornada","Vocación","No aplica","No aplica","No","Centro Oriental","No aplica"
"2020/04/15 5:04:39 p.m. GMT-5","17-20 años","Aquiler independiente","No","3000- 6000 L.","Si","No","Si","Si","No","No aplica","Si","Si","Muy satisfecho","Muy satisfecho",5,"Si","No","Si","No",0,"Ingeniería Química","No",1,"0-20%","0-30%","0-30%","<65","No","No aplica","Si","Si","0-2 horas","Alta","Alta","Alta","Muy alta","Alta","Muy alto","Alto","Muy alto","Muy alto","Ninguna","Unica Jornada","Vocación","No aplica","No aplica","No","Noroccidental","No aplica"
"2020/04/15 5:08:25 p.m. GMT-5","25-28 años","Padres","No","0 - 3000 L.","Si","No","Si","Si","Si","Antes de cursar la carrera","Si","No","Muy satisfecho","Poco satisfecho",4,"Si","No","Si","No",0,"Ingeniería en Sistemas","No",5,"mas de 50%","50-70%","0-30%","65-69","Si","1","No","Tal vez","2-4 horas","Media","Baja","Media","Baja","Alta","Alto","Alto","Alto","Alto","Ninguna","Unica Jornada","Demanda laboral y Beneficio economico","No aplica","No aplica","No","Centro Oriental","Colegio"
"2020/04/15 7:37:53 p.m. GMT-5","21-24 años","Familiares","Si","Mayor a 6000 L.","Si","No","No","Si","No","No aplica","Si","No","Muy satisfecho","Muy satisfecho",5,"Si","No","Si","No",0,"Ingeniería en Sistemas","Licenciatura en Matemáticas",5,"mas de 50%","mas de 70%","mas de 70%","80-89","No","No aplica","Si","Si","2-4 horas","Alta","Muy alta","Alta","Alta","Muy alta","Alto","Muy alto","Alto","Muy alto","Ninguna","Unica Jornada","Demanda laboral y Beneficio economico","No aplica","No aplica","No","Centro Oriental","No aplica"
"2020/04/15 9:08:52 p.m. GMT-5","25-28 años","Familiares","No","Mayor a 6000 L.","Si","Si","Si","Si","No","No aplica","Si","Si","Poco satisfecho","Poco satisfecho",2,"Si","No","Si","Sí",0,"Ingeniería en Sistemas","Ingenieria Industrial",3,"20-50%","30-50%","30-50%","70-79","Si","2","Si","Si","2-4 horas","Media","Media","Media","Media","Alta","Medio","Alto","Medio","Bajo","Ninguna","Doble Jornada","Demanda laboral y Beneficio economico","Opinion familiar/amigos","No aplica","No","Centro Oriental","No aplica"
"2020/04/16 12:24:11 a.m. GMT-5","mayor de 28","Padres","Si","3000- 6000 L.","No","No","Si","Si","No","No aplica","Si","No","Poco satisfecho","Poco satisfecho",3,"No","Sí","Si","No aplica",1,"Ingeniería en Sistemas","no",2,"20-50%","0-30%","0-30%","<65","Si","1","Si","No","0-2 horas","Baja","Baja","Media","Media","Muy alta","Medio","Muy alto","Muy alto","Medio","Ninguna","Unica Jornada","Vocación","No aplica","No era lo que esperaba","No","Centro Oriental","No aplica"
"2020/04/16 9:44:45 a.m. GMT-5","21-24 años","Padres","Si","3000- 6000 L.","Si","No","Si","Si","Si","Antes de cursar la carrera","No","Si","Muy satisfecho","Muy satisfecho",4,"No","Sí","Si","No aplica",1,"Ingeniería en Sistemas","Derecho",2,"20-50%","0-30%","50-70%","65-69","Si","2","No","Tal vez","0-2 horas","Media","Media","Alta","Media","Alta","Alto","Medio","Alto","Medio","Ninguna","Unica Jornada","Demanda laboral y Beneficio economico","No aplica","Factor económico","No","Centro Oriental","Internet"
"2020/04/16 10:13:23 a.m. GMT-5","21-24 años","Aquiler independiente","No","0 - 3000 L.","Si","No","Si","Si","No","No aplica","Si","No","Muy satisfecho","Muy satisfecho",4,"No","Sí","Si","No aplica",1,"Ingeniería en Sistemas","Finanzas o algo relacionado a la administracion",5,"mas de 50%","mas de 70%","30-50%","80-89","No","No aplica","Si","Si","mas de 4 horas","Media","Muy alta","Muy alta","Alta","Muy alta","Muy alto","Alto","Muy alto","Muy alto","Ninguna","Jornada completa","Influencia Familiar/Conocidos","No aplica","Cambio de intereses personales","No","Centro Occidental","No aplica"
"2020/04/16 11:50:57 a.m. GMT-5","25-28 años","Padres","No","0 - 3000 L.","No","No","No","Si","No","No aplica","Si","No","Muy satisfecho","Poco satisfecho",4,"Si","Sí","Si","No aplica",1,"Ingeniería en Sistemas","No contestó",4,"mas de 50%","50-70%","30-50%","65-69","Si","1","Si","Tal vez","2-4 horas","Alta","Muy alta","Muy alta","Muy alta","Alta","Alto","Alto","Muy alto","Muy alto","Ninguna","Doble Jornada","Demanda laboral y Beneficio economico","No aplica","Falta de puntos en la PAA","No","Centro Oriental","No aplica"
"2020/04/16 12:29:44 p.m. GMT-5","21-24 años","Aquiler independiente","No","0 - 3000 L.","Si","No","Si","Si","Si","Antes de cursar la carrera","Si","Si","Muy satisfecho","Poco satisfecho",4,"Si","No","Si","Sí",0,"Ingeniería en Sistemas","No contestó",4,"mas de 50%","50-70%","30-50%","70-79","Si","3","Si","Si","0-2 horas","Alta","Alta","Media","Media","Media","Alto","Medio","Medio","Alto","Ninguna","Unica Jornada","Vocación","Recursos y tiempo invertidos","No aplica","No","Centro Oriental","Internet"
"2020/04/16 1:42:57 p.m. GMT-5","17-20 años","Familiares","No","Mayor a 6000 L.","Si","No","No","No","No","No aplica","Si","Si","Poco satisfecho","Muy satisfecho",3,"Si","No","Si","Sí",0,"Ingeniería Química","Medicina o musica",1,"0-20%","0-30%","50-70%","<65","No","No aplica","Si","Tal vez","0-2 horas","Media","Media","Media","Media","Media","Muy alto","Muy alto","Medio","Muy alto","Ninguna","Unica Jornada","Vocación","Opinion familiar/amigos","No aplica","No","Centro Oriental","No aplica"
"2020/04/16 10:38:23 p.m. GMT-5","25-28 años","Padres","No","0 - 3000 L.","Si","No","Si","Si","No","No aplica","Si","No","Poco satisfecho","Poco satisfecho",3,"Si","No","Si","Sí",0,"Ingeniería en Sistemas","No contestó",2,"20-50%","0-30%","0-30%","<65","Si","1","Si","No","2-4 horas","Muy alta","Media","Muy alta","Media","Media","Medio","Muy alto","Medio","Medio","Ninguna","Unica Jornada","Demanda laboral y Beneficio economico","No cumple con requisitos requeridos","No aplica","No","Centro Oriental","No aplica"
"2020/04/17 12:21:37 p.m. GMT-5","21-24 años","Aquiler independiente","No","Mayor a 6000 L.","No","No","Si","Si","Si","Antes de cursar la carrera","Si","No","Muy satisfecho","Poco satisfecho",4,"Si","No","Si","No",0,"Ingeniería en Sistemas","No contestó",3,"20-50%","0-30%","50-70%","70-79","Si","2","Si","Si","2-4 horas","Media","Alta","Baja","Alta","Media","Medio","Bajo","Medio","Alto","Orientacion VOAE","Unica Jornada","Vocación","No aplica","No aplica","No","Centro Occidental","UNAH"
"2020/04/17 3:25:13 p.m. GMT-5","25-28 años","Aquiler independiente","No","3000- 6000 L.","Si","No","Si","Si","No","No aplica","Si","No","Muy satisfecho","Muy satisfecho",5,"No","Sí","Si","No aplica",1,"Ingeniería en Sistemas","MEDICINA",4,"mas de 50%","50-70%","30-50%","70-79","Si","2","Si","Si","mas de 4 horas","Alta","Muy alta","Muy alta","Alta","Muy alta","Alto","Muy alto","Muy alto","Alto","Ninguna","Doble Jornada","Demanda laboral y Beneficio economico","No aplica","No era lo que esperaba","No","Centro Oriental","No aplica"
"2020/04/17 6:00:18 p.m. GMT-5","21-24 años","Padres","No","0 - 3000 L.","Si","Si","Si","Si","Si","Antes de cursar la carrera","Si","Si","Muy satisfecho","Poco satisfecho",4,"No","Sí","Si","No aplica",1,"Ingeniería en Sistemas","No contestó",1,"0-20%","0-30%","0-30%","<65","Si","1","Si","No","0-2 horas","Alta","Alta","Alta","Alta","Muy alta","Medio","Alto","Muy alto","Medio","Ninguna","Unica Jornada","Vocación","No aplica","No era lo que esperaba","No","Centro Oriental","UNAH"
"2020/04/17 11:04:03 p.m. GMT-5","21-24 años","Padres","Si","Mayor a 6000 L.","Si","No","Si","No","No","No aplica","Si","No","Poco satisfecho","Muy satisfecho",3,"Si","No","Si","Tal vez",0,"Ingeniería en Sistemas","Si , administracion de empresas o lenguas extranjeras ",1,"0-20%","0-30%","0-30%","<65","Si","1","No","Si","2-4 horas","Media","Alta","Media","Alta","Media","Medio","Alto","Alto","Medio","Ninguna","Unica Jornada","Vocación","No cumple con requisitos requeridos","No aplica","No","Centro Oriental","No aplica"
"2020/04/18 12:41:04 p.m. GMT-5","mayor de 28","Padres","No","0 - 3000 L.","Si","Si","Si","No","No","No aplica","Si","No","No satisfecho","Poco satisfecho",3,"Si","No","Si","Sí",0,"Ingeniería en Sistemas","Carrera de Artes Plasticas",1,"0-20%","0-30%","0-30%","<65","Si","1","Si","No","2-4 horas","Baja","Muy Baja","Media","Muy Baja","Muy alta","Medio","Medio","Medio","Medio","Feria vocacional y Curso induccion","Doble Jornada","Vocación","No cumple con requisitos requeridos","No aplica","No","Centro Oriental","No aplica"
"2020/04/18 8:35:25 p.m. GMT-5","21-24 años","Padres","Si","0 - 3000 L.","Si","No","Si","Si","Si","Antes de cursar la carrera","Si","Si","Poco satisfecho","Nada satisfecho",4,"Si","No","No","No",0,"Ingeniería en Sistemas","artes audiovisuales",3,"20-50%","0-30%","30-50%","65-69","Si","2","Si","Si","2-4 horas","Muy alta","Baja","Muy alta","Muy alta","Muy alta","Medio","Muy alto","Muy alto","Alto","Feria vocacional y Curso induccion","Jornada completa","Demanda laboral y Beneficio economico","No aplica","No aplica","No","Centro Oriental","UNAH/Otro"
"2020/04/18 11:30:05 p.m. GMT-5","25-28 años","Padres","No","0 - 3000 L.","No","No","Si","No","No","No aplica","Si","Si","Muy satisfecho","Muy satisfecho",5,"No","Sí","Si","No aplica",1,"Ingeniería en Sistemas","Si, Ingeniería mecánica o Lic. en Física",1,"0-20%","0-30%","0-30%","70-79","Si","1","Si","Tal vez","0-2 horas","Baja","Media","Media","Media","Muy alta","Medio","Muy alto","Alto","Medio","Ninguna","Unica Jornada","Influencia Familiar/Conocidos","No aplica","Influencia familiar","No","Centro Oriental","No aplica"
"2020/04/19 3:41:13 p.m. GMT-5","17-20 años","Aquiler independiente","No","3000- 6000 L.","Si","No","Si","Si","Si","Durante la carrera","No","Si","Poco satisfecho","Poco satisfecho",2,"No","Sí","Si","No aplica",1,"Ingeniería Química","Ingenieria Biomedica o Ingemieria Alimentaria",2,"0-20%","0-30%","30-50%","80-89","Si","2","Si","Tal vez","2-4 horas","Alta","Alta","Alta","Alta","Alta","Alto","Muy alto","Alto","Alto","Ninguna","Unica Jornada","Demanda laboral y Beneficio economico","No aplica","No era lo que esperaba","No","Nororiental","Internet"
"2020/04/19 6:14:49 p.m. GMT-5","21-24 años","Padres","No","0 - 3000 L.","Si","No","No","Si","No","No aplica","Si","Si","Muy satisfecho","Poco satisfecho",4,"Si","No","Si","No",0,"Ingeniería en Sistemas","No contestó",3,"20-50%","50-70%","30-50%","70-79","Si","1","Si","Tal vez","0-2 horas","Media","Media","Alta","Baja","Muy alta","Medio","Alto","Alto","Medio","Feria vocacional y Curso induccion","Unica Jornada","Demanda laboral y Beneficio economico","No aplica","No aplica","No","Centro Oriental","No aplica"
"2020/04/21 11:46:05 p.m. GMT-5","21-24 años","Aquiler independiente","No","3000- 6000 L.","Si","No","Si","Si","Si","Antes de cursar la carrera;Durante la carrera","No","Si","Poco satisfecho","Nada satisfecho",3,"No","Sí","Si","No aplica",1,"Ingeniería en Sistemas","Si, Ing en Mecatronica",4,"mas de 50%","30-50%","mas de 70%","70-79","Si","2","Si","Tal vez","2-4 horas","Media","Media","Alta","Media","Media","Alto","Alto","Medio","Muy alto","Ninguna","Jornada completa","Vocación","No aplica","Falta de puntos en la PAA","No","Centro Occidental","Internet"
"2020/04/22 1:07:29 a.m. GMT-5","21-24 años","Padres","Si","0 - 3000 L.","No","No","Si","No","Si","Antes de cursar la carrera;Durante la carrera","Si","No","Poco satisfecho","Poco satisfecho",3,"Si","No","Si","Tal vez",0,"Ingeniería en Sistemas","No contestó",2,"20-50%","0-30%","0-30%","<65","Si","1","Si","No","0-2 horas","Alta","Media","Muy alta","Media","Muy alta","Medio","Alto","Medio","Bajo","Ninguna","Jornada completa","Demanda laboral y Beneficio economico","Recursos y tiempo invertidos","No aplica","No","Centro Oriental","Colegio"
"2020/04/22 10:50:29 a.m. GMT-5","21-24 años","Aquiler independiente","Si","3000- 6000 L.","Si","No","Si","Si","No","No aplica","Si","No","Poco satisfecho","Nada satisfecho",3,"Si","No","Si","No",0,"Ingeniería en Sistemas","No",4,"mas de 50%","30-50%","mas de 70%","65-69","Si","3","No","Si","2-4 horas","Media","Alta","Muy alta","Muy alta","Muy alta","No contestó","Alto","Alto","No contestó","Ninguna","Jornada completa","Demanda laboral y Beneficio economico","No aplica","No aplica","No","Noroccidental","No aplica"
"2020/04/22 10:55:25 p.m. GMT-5","25-28 años","Padres","No","Mayor a 6000 L.","Si","No","Si","Si","Si","Antes de cursar la carrera","Si","No","Poco satisfecho","Poco satisfecho",4,"Si","No","Si","Tal vez",0,"Ingeniería Eléctrica","si, Alguna del area de economia",5,"mas de 50%","50-70%","mas de 70%","70-79","Si","2","Si","Si","2-4 horas","Media","Media","Media","Media","Media","Alto","Alto","Alto","Alto","Ninguna","Jornada completa","Vocación","Recursos y tiempo invertidos","No aplica","No","Centro Oriental","Colegio"
